★更新日期★,#genre#
四川卫视,https://iptv.catvod.com/catvod.php?id=scws$A_3_[★]
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws$A_4_[★]
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws$A_5_[★]
青海卫视,https://httop.top/ysp-青海卫视$A_1_[★]
青海卫视,https://jzb.wwkejishe.top/?id=605$A_2_[★]
青海卫视,https://iptv.catvod.com/live.php?id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86$A_3_[★]
青海卫视,https://iptv.catvod.com/catvod.php?id=qhws$A_4_[★]
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws$A_5_[★]
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws$A_6_[★]
陕西卫视,https://httop.top/ysp-陕西卫视$A_1_[★]
陕西卫视,https://jzb.wwkejishe.top/?id=603$A_2_[★]
陕西卫视,https://iptv.catvod.com/live.php?id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86$A_3_[★]
陕西卫视,https://iptv.catvod.com/catvod.php?id=sxws$A_4_[★]
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws$A_5_[★]
陕西卫视,http://j.s.bkpcp.top/jj/sxws$A_6_[★]
陕西卫视,http://go.bkpcp.top/mg/sxws$A_7_[★]
甘肃卫视,https://httop.top/ysp-甘肃卫视$A_1_[★]
甘肃卫视,https://iptv.catvod.com/catvod.php?id=gsws$A_2_[★]
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws$A_3_[★]
宁夏卫视,https://httop.top/ysp-宁夏卫视$A_1_[★]
宁夏卫视,https://iptv.catvod.com/catvod.php?id=nxws$A_2_[★]
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws$A_3_[★]
内蒙古卫视,https://httop.top/ysp-内蒙古卫视$A_1_[★]
内蒙古卫视,https://iptv.catvod.com/catvod.php?id=nmws$A_2_[★]
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$A_3_[★]
新疆卫视,https://httop.top/ysp-新疆卫视$A_1_[★]
新疆卫视,https://jzb.wwkejishe.top/?id=623$A_2_[★]
新疆卫视,https://iptv.catvod.com/catvod.php?id=xjws$A_3_[★]
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws$A_4_[★]
西藏卫视,https://iptv.catvod.com/catvod.php?id=xzws$A_1_[★]
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws$A_2_[★]
凤凰中文,http://27.41.245.32:801/hls/205/index.m3u8$A_1_[★]
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8$A_1_[★]
深圳卫视,http://api.kkitv.itv888.cn:8080/hls/iftsd32ykm/index.m3u8$A_1_[★]
深圳卫视,https://httop.top/ysp-深圳卫视$A_2_[★]
深圳卫视,https://iptv.catvod.com/catvod.php?id=szws$A_3_[★]
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws$A_4_[★]
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8$A_5_[★]
深圳卫视,http://j.s.bkpcp.top/jj/szws$A_6_[★]
深圳卫视,http://go.bkpcp.top/mg/szws$A_7_[★]
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws$A_8_[★]
厦门卫视,https://iptv.catvod.com/catvod.php?id=xmws$A_1_[★]
三沙卫视,https://iptv.catvod.com/catvod.php?id=ssws$A_1_[★]
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws$A_2_[★]
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8$A_1_[★]
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8$A_2_[★]
大湾区卫视,https://iptv.catvod.com/live.php?id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86$A_1_[★]
大湾区卫视,https://fn.130519.xyz/gddwq/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108$A_2_[★]
兵团卫视,https://httop.top/ysp-兵团卫视$A_1_[★]
兵团卫视,https://iptv.catvod.com/catvod.php?id=btws$A_2_[★]
兵团卫视,http://j.s.bkpcp.top/jj/btws$A_3_[★]
兵团卫视,http://go.bkpcp.top/mg/btws$A_4_[★]
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#$A_1_[★]
★精品频道★,#genre#
★NewTV频道★,#genre#
★少儿频道★,#genre#
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8?a=1000&amp;d=83b26bacf5397c013aff782b2c4287d0&amp;k=c99bdac76cff6ddc27e750ba689b7d5b&amp;t=1704368408$A_1_[★]
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8$A_2_[★]
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$A_3_[★]
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$A_4_[★]
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$A_5_[★]
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?#https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$A_6_[★]
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=#migu5://611318244$A_7_[★]
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=$A_8_[★]
★影视频道★,#genre#
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?$A_1_[★]
平泉影视,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8?$A_1_[★]
平泉影视,https://jwcdnqx.hebyun.com.cn/zb/pqys/1500k/tzwj_video.m3u8$A_2_[★]
★地方频道★,#genre#
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8$A_1_[★]
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd$A_1_[★]
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8$A_2_[★]
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd$A_1_[★]
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8$A_2_[★]
平泉综合,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8$A_1_[★]
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd$A_1_[★]
★河北频道★,#genre#
河北农民,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd$A_1_[★]
★浙江频道★,#genre#
浙江国际,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8?a=1000&d=4e3d476240659192311f471b7b63aec2&k=d26568bae9dd23dd781c769c148459b2&t=1683180450$A_1_[★]
浙江国际,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8$A_2_[★]
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed$A_3_[★]
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$A_4_[★]
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$A_5_[★]
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8$A_6_[★]
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$A_1_[★]
浙江经济,http://ali-m-l.cztv.com/channels/lantian/channel03/720p.m3u8$A_2_[★]
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$A_1_[★]
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8$A_2_[★]
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$A_3_[★]
浙江钱江,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8$A_1_[★]
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?fbl=$A_2_[★]
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$A_3_[★]
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8$A_4_[★]
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$A_5_[★]
浙江新闻,http://ali-vl.cztv.com/channels/lantian/channel007/360p.m3u8$A_1_[★]
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed$A_2_[★]
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$A_3_[★]
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8$A_4_[★]
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8$A_5_[★]
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8$A_6_[★]
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8$A_7_[★]
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8$A_8_[★]
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$A_1_[★]
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$A_2_[★]
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8$A_3_[★]
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8$A_4_[★]
★广东频道★,#genre#
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3$A_1_[★]
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a$A_2_[★]
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$A_1_[★]
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd$A_2_[★]
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi#https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487$A_1_[★]
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487$A_2_[★]
广州影视,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4$A_3_[★]
广州南国都市,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4$A_1_[★]
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de$A_2_[★]
★陕西频道★,#genre#
陕西新闻资讯,http://gxlive.snrtv.com/sx1-SD.m3u8$A_1_[★]
陕西新闻资讯,https://iptv.catvod.com/live.php?id=%E9%99%95%E8%A5%BF%E6%96%B0%E9%97%BB%E8%B5%84%E8%AE%AF%E9%A2%91%E9%81%93$A_2_[★]
陕西都市青春,http://gxlive.snrtv.com/sx2-SD.m3u8$A_1_[★]
陕西都市青春,https://iptv.catvod.com/live.php?id=%E9%99%95%E8%A5%BF%E9%83%BD%E5%B8%82%E9%9D%92%E6%98%A5%E9%A2%91%E9%81%93$A_2_[★]
陕西银铃,http://gxlive.snrtv.com/sx3-SD.m3u8$A_1_[★]
陕西秦腔,http://gxlive.snrtv.com/sx5-SD.m3u8$A_1_[★]
陕西体育休闲,http://gxlive.snrtv.com/sx7-SD.m3u8$A_1_[★]
陕西西部电影,http://gxlive.snrtv.com/sx8-SD.m3u8$A_1_[★]
★内蒙频道★,#genre#
★综艺轮播★,#genre#
★春晚联欢★,#genre#
★影视轮播★,#genre#
三国演义,https://live.iill.top/huya/11602081$A_1_[★]
三国演义,http://live.iill.top/yy.php?id=1354936241$A_2_[★]
